Book;Page;Unique Slug;Store;Name;Members;Description;SlugScript;"For Normal item -> SUBSTITUE(MINUSCULE(CONCATENER(A2;"" "";E2));"" "";""-"")
Sometimes it can happen to get two items with the same slug, just add ""-1""
For Weapon fusion we use -> SUBSTITUE(MINUSCULE(CONCATENER(A2;""-fusion-"";E2));"" "";""-"")
For Armor upgrade we use -> SUBSTITUE(MINUSCULE(CONCATENER(A2;""-armor-upgrade-"";E2));"" "";""-"")"
AR;36;ar-decoupler;Weapon;Decoupler;;"Some manufacturers have streamlined the disintegrator pistol’s design to create a more affordable option; the result of their efforts is referred to simply as a decoupler. A decoupler is smaller and lighter than a disintegrator pistol, trading some of its outright destructive power for the ability to deal superficial pain that can leave targets shaking in their boots. In the Apostaean city of Nightarch, the ruling House Zeizerer issues decouplers to its enforcers, many of whom refer to the weapons as “facilitators.” Manufacturers typically produce bruiser, pusher, and screamer decouplers.";ar-decoupler;
AR;63;ar-fusion-defending;WeaponFusion;DEFENDING;;"Weapons with the defending fusion aid their wielder when blocking or fighting defensively. When you fight defensively while attacking with a weapon with this fusion, you gain a
+1 bonus to attack rolls with the weapon (effectively reducing the penalty from fighting defensively to –3) and an additional
+1 bonus to AC until the start of your next turn. Additionally, if your weapon has the block weapon special property, increase the enhancement bonus to your AC against melee attacks from that target to +2. Only melee weapons can benefit from this fusion.
";ar-fusion-defending;
AR;68;ar-dendron-armor;Armor;Dendron Armor;;"A living defense designed by the Xenowardens, dendron armor  melds bioengineered wood with advanced microbe- spun polymers. A mossy layer beneath this outer shell provides cushioning and life support. Xenowardens stylize this heavy armor to resemble the sentient trees found on Castrovel and other verdant worlds. The organic design of dendron armor makes adding upgrades a challenge, but it offers a good balance between mobility and protection.
Each model of dendron armor has features based on a species of tree believed to have been native to lost Golarion. The least is the humble ash, followed by the supple yew, the hardy oak, and finally the majestic sequoia.";ar-dendron-armor;
AR;49;ar-dirge-cannon;Weapon;Dirge Cannon;;Pirates are the most common users of dirge cannons. The potbellied, shoulder-resting weapons cause a brief but intense sound burst at frequencies and pressure sufficient to rupture living cells while leaving inorganic objects unharmed. The result is a weapon that can eliminate a starship’s crew without causing any damage to the vessel or its cargo. Those who prefer lighter damage favor harmonic and resonant cannons, leaving anharmonic and parametric models for situations that call for carnage.;ar-dirge-cannon;
AR;50;ar-dirge-pistol;Weapon;Dirge Pistol;;The oscillating sonic waves discharged from a dirge pistol work like those fired from a dirge cannon. Raiders and hijackers prize these weapons for their effect against living targets, which can leave many valuables unharmed. Harmonic and resonant dirge pistols generate stable oscillations, while the anharmonic, parametric, and radial dirge pistols have concentric generator cylinders to produce dissonant and more harmful output.;ar-dirge-pistol;
AR;36;ar-disintegration-lash;Weapon;Disintegration Lash;;A disintegration lash is a marvel of bioengineering—a technological living organism that feeds on matter by breaking it down with its own high-energy proton-decoupling field. The result is a black, snakelike lash crackling with red-tinged energy, making this a weapon commonly wielded by those looking to intimidate their foes. Disintegration lashes are designated in the standard method for disintegrator weapons: liquidator, decimator, executioner, and eradicator.;ar-disintegration-lash;
AR;36;ar-disintegrator-cannon;Weapon;Disintegrator Cannon;;This wide-barreled cannon emits a stream of red-tinged energy that originates from the weapon’s heavy proton tank, affecting all enemies in a line. Like most disintegrator weapons, they are available in liquidator, decimator, executioner, and eradicator models.;ar-disintegrator-cannon;
AR;36;ar-disintegrator-pistol;Weapon;Disintegrator Pistol;;This hefty pistol has two small internal tanks that generate the energy needed to deliquesce the wielder’s targets. Disintegrator pistols come in liquidator, decimator, executioner, and eradicator models.;ar-disintegrator-pistol;
AR;36;ar-disintegrator-rifle;Weapon;Disintegrator Rifle;;Rather snub nosed compared to other longarms, a disintegrator rifle is heavier than it looks due to the row of round energy- generating compartments atop its frame. These compartments generate enough energy for the weapon to liquefy enemies’ bodies. Well-connected customers can purchase liquidator, decimator, executioner, and eradicator disintegrator rifles.;ar-disintegrator-rifle;
AR;40;ar-divergent-laser;Weapon;Divergent Laser;;"Originally developed alongside convergent lasers, divergent
lasers use multiple laser beams emitting from a blocky casing to produce a cone-shaped output. This weapon’s damage is significantly less than that achieved
by the convergent lasers, but the same systems that synchronize wavelengths in a convergent laser allow the divergent laser to focus on multiple targets. The single-color beam of a single-wave divergent laser sets it apart from the shimmering colors of a multiwave divergent laser. A wide-spectrum divergent laser has a nearly white beam and could be mistaken for a spotlight at a glance—though not by a target struck by one!
";ar-divergent-laser;
AR;37;ar-dragon-pistol;Weapon;Dragon Pistol;;A dragon pistol features a wide muzzle that is often shaped like a dragon’s maw. The weapon discharges discrete orbs of flaming petrol that can cling to targets. A wyrmling dragon pistol casts small petrol globules, while drake and wyvern dragon pistols have increased outputs. The true dragon pistol is as devastating as it is rare.;ar-dragon-pistol;
AR;37;ar-dragon-rifle;Weapon;Dragon Rifle;;A larger and more powerful version of a dragon pistol, a dragon rifle also commonly bears draconic motifs or iconography in its aesthetic design. The globules of petrol from a dragon rifle are slightly larger than those from a pistol, and the weapon can be set to launch a series of shots in quick succession. Wyrmling, drake, and wyvern dragon rifles are available, along with the powerful and rare true dragon rifle.;ar-dragon-rifle;
AR;36;ar-dross-gun;Weapon;Dross Gun;;Early models of disintegrator weapons were designed solely to deal indiscriminate corrosion damage to targets. The dross gun is a slightly more refined version, though it lacks the overall power those initial prototypes had. Its shots are slightly more concentrated, dealing substantial damage to objects and dealing painful, lasting wounds to a target on a direct hit. A scrapper dross gun is the smallest model available, used as often to remove choice parts from a wrecked starship as it is to remove crew from the ship in the first place, and the scoring and flux models have increased wounding capabilities.;ar-dross-gun;
